Ruta,Territorio,Subdireccion,Zona,Sucursal,Marca,Base,Unidad de Negocio,País,Region,Sucursal Original,Nomenclatura
BARRANQUILLA-PCO-R1,NO APLICA,Colombia,Colombia,Barranquilla Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Barranquilla Presico,P
BARRANQUILLA-PCO-R2,NO APLICA,Colombia,Colombia,Barranquilla Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Barranquilla Presico,P
CAJICA-PCO-R1,NO APLICA,Colombia,Colombia,Cajica Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Cajica Presico,P
CAJICA-PCO-R2,NO APLICA,Colombia,Colombia,Cajica Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Cajica Presico,P
CAJICA-PCO-R3,NO APLICA,Colombia,Colombia,Cajica Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Cajica Presico,P
CAJICA-PCO-R4,NO APLICA,Colombia,Colombia,Cajica Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Cajica Presico,P
FLORIDABLANCA PCO-R1,NO APLICA,Colombia,Colombia,Floridablanca Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Floridablanca Presico,P
IBAGUE-PCO-R1,NO APLICA,Colombia,Colombia,Ibague Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Ibague Presico,P
IBAGUE-PCO-R2,NO APLICA,Colombia,Colombia,Ibague Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Ibague Presico,P
IBAGUE-PCO-R3,NO APLICA,Colombia,Colombia,Ibague Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Ibague Presico,P
NEIVA-PCO-R1,NO APLICA,Colombia,Colombia,Neiva Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Neiva Presico,P
SINCELEJO-PCO-R1,NO APLICA,Colombia,Colombia,Sincelejo Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Sincelejo Presico,P
SINCELEJO-PCO-R2,NO APLICA,Colombia,Colombia,Sincelejo Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Sincelejo Presico,P
SINCELEJO-PCO-R3,NO APLICA,Colombia,Colombia,Sincelejo Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Sincelejo Presico,P
TUNJA-PCO-R1,NO APLICA,Colombia,Colombia,Tunja Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Tunja Presico,P
TUNJA-PCO-R2,NO APLICA,Colombia,Colombia,Tunja Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Tunja Presico,P
TUNJA-PCO-R3,NO APLICA,Colombia,Colombia,Tunja Presico,Presico,Presico,Présico LATAM,Colombia,Sudamerica,Tunja Presico,P
AHUACHAPAN-MS-R1,NO APLICA,El Salvador,Occidente,Ahuachapan Pistiyo M-PY,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Ahuachapan Pistiyo,M
AHUACHAPAN-P-R1,NO APLICA,El Salvador,Occidente,Ahuachapan Pistiyo M-PY,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Ahuachapan Pistiyo,PY
AHUACHAPAN-P-R2,NO APLICA,El Salvador,Occidente,Ahuachapan Pistiyo M-PY,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Ahuachapan Pistiyo,PY
AHUACHAPAN-P-R3,NO APLICA,El Salvador,Occidente,Ahuachapan Pistiyo M-PY,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Ahuachapan Pistiyo,PY
CHALATENANGO-MS-R1,NO APLICA,El Salvador,Occidente,Chalatenango La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Chalatenango La Moderna,M
METAPAN-MS-R1,NO APLICA,El Salvador,Occidente,Metapan La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Metapan La Moderna,M
METAPAN-MS-R3,NO APLICA,El Salvador,Occidente,Metapan La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Metapan La Moderna,M
SANTA ANA-MS-R1,NO APLICA,El Salvador,Occidente,Santa Ana La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Santa Ana La Moderna,M
SANTA ANA-MS-R2,NO APLICA,El Salvador,Occidente,Santa Ana La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Santa Ana La Moderna,M
SANTA ANA-P-R1,NO APLICA,El Salvador,Occidente,Santa Ana Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Santa Ana Pistiyo,PY
SANTA ANA-P-R2,NO APLICA,El Salvador,Occidente,Santa Ana Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Santa Ana Pistiyo,PY
SONSONATE-MS-R1,NO APLICA,El Salvador,Occidente,Sonsonate La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Sonsonate La Moderna,M
SONSONATE-MS-R2,NO APLICA,El Salvador,Occidente,Sonsonate La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Sonsonate La Moderna,M
SONSONATE-MS-R3,NO APLICA,El Salvador,Occidente,Sonsonate La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Sonsonate La Moderna,M
SONSONATE-P-R1,NO APLICA,El Salvador,Occidente,Sonsonate Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Sonsonate Pistiyo,PY
SONSONATE-P-R2,NO APLICA,El Salvador,Occidente,Sonsonate Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Sonsonate Pistiyo,PY
SONSONATE-P-R3,NO APLICA,El Salvador,Occidente,Sonsonate Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Sonsonate Pistiyo,PY
CUSCATLAN-P-R1,NO APLICA,El Salvador,Oriente,Cuscatlan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Cuscatlan Pistiyo,PY
LA LIBERTAD-P-R1,NO APLICA,El Salvador,Oriente,La Libertad Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,La Libertad Pistiyo,PY
LA LIBERTAD-P-R2,NO APLICA,El Salvador,Oriente,La Libertad Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,La Libertad Pistiyo,PY
LA LIBERTAD-P-R3,NO APLICA,El Salvador,Oriente,La Libertad Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,La Libertad Pistiyo,PY
LA UNION P-R1,NO APLICA,El Salvador,Oriente,La Union Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,La Union Pistiyo,PY
LA UNION-P-R2,NO APLICA,El Salvador,Oriente,La Union Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,La Union Pistiyo,PY
QUEZALTEPEQUE-MS-R1,NO APLICA,El Salvador,Oriente,Quezaltepeque La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Quezaltepeque La Moderna,M
QUEZALTEPEQUE-MS-R2,NO APLICA,El Salvador,Oriente,Quezaltepeque La Moderna,La Moderna,La Moderna,Présico LATAM,El Salvador,Centroamérica,Quezaltepeque La Moderna,M
SAN MIGUEL-P-R1,NO APLICA,El Salvador,Oriente,San Miguel Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,San Miguel Pistiyo,PY
SAN MIGUEL-P-R2,NO APLICA,El Salvador,Oriente,San Miguel Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,San Miguel Pistiyo,PY
SAN MIGUEL-P-R3,NO APLICA,El Salvador,Oriente,San Miguel Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,San Miguel Pistiyo,PY
SAN VICENTE-P-R2,NO APLICA,El Salvador,Oriente,San Vicente Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,San Vicente Pistiyo,PY
USULUTAN-P-R1,NO APLICA,El Salvador,Oriente,Usulutan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Usulutan Pistiyo,PY
USULUTAN-P-R2,NO APLICA,El Salvador,Oriente,Usulutan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Usulutan Pistiyo,PY
USULUTAN-P-R3,NO APLICA,El Salvador,Oriente,Usulutan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Usulutan Pistiyo,PY
ZACATECOLUCA-P-R1,NO APLICA,El Salvador,Oriente,Zacatecoluca Pistiyo,Pistiyo,Pistiyo,Présico LATAM,El Salvador,Centroamérica,Zacatecoluca Pistiyo,PY
CHIMALTENANGO-PYG-R1,NO APLICA,Costa Occidente,Centro,Chimaltenango Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Chimaltenango Pistiyo,PY
CHIMALTENANGO-PYG-R2,NO APLICA,Costa Occidente,Centro,Chimaltenango Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Chimaltenango Pistiyo,PY
CHIMALTENANGO-P-R1,NO APLICA,Costa Occidente,Centro,Chimaltenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Chimaltenango Presico,P
CHIMALTENANGO-P-R2,NO APLICA,Costa Occidente,Centro,Chimaltenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Chimaltenango Presico,P
CHIMALTENANGO-P-R3,NO APLICA,Costa Occidente,Centro,Chimaltenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Chimaltenango Presico,P
SAN JUAN-PYG-R1,NO APLICA,Costa Occidente,Centro,San Juan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,San Juan Pistiyo,PY
SAN JUAN-PYG-R2,NO APLICA,Costa Occidente,Centro,San Juan Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,San Juan Pistiyo,PY
SAN JUAN-P-R1,NO APLICA,Costa Occidente,Centro,San Juan Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Juan Presico,P
SAN JUAN-P-R2,NO APLICA,Costa Occidente,Centro,San Juan Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Juan Presico,P
SAN JUAN-P-R3,NO APLICA,Costa Occidente,Centro,San Juan Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Juan Presico,P
SAN LUCAS-PYG-R1,NO APLICA,Costa Occidente,Centro,San Lucas Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,San Lucas Pistiyo,PY
SAN LUCAS-PYG-R2,NO APLICA,Costa Occidente,Centro,San Lucas Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,San Lucas Pistiyo,PY
SAN LUCAS-P-R1,NO APLICA,Costa Occidente,Centro,San Lucas Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Lucas Presico,P
SAN LUCAS-P-R2,NO APLICA,Costa Occidente,Centro,San Lucas Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Lucas Presico,P
SAN LUCAS-P-R3,NO APLICA,Costa Occidente,Centro,San Lucas Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Lucas Presico,P
SAN LUCAS-P-R4,NO APLICA,Costa Occidente,Centro,San Lucas Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,San Lucas Presico,P
SOLOLA-P-R1,NO APLICA,Costa Occidente,Centro,Solola Presico P-PY,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Solola Presico,P
SOLOLA-P-R2,NO APLICA,Costa Occidente,Centro,Solola Presico P-PY,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Solola Presico,P
SOLOLA-PYG-R1,NO APLICA,Costa Occidente,Centro,Solola Presico P-PY,Presico,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Solola Presico,PY
PATULUL-PYG-R1,NO APLICA,Costa Occidente,Pacifico Casita,Patulul Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Patulul Pistiyo,PY
PATULUL-PYG-R2,NO APLICA,Costa Occidente,Pacifico Casita,Patulul Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Patulul Pistiyo,PY
PUERTO SAN JOSE-C-R1,NO APLICA,Costa Occidente,Pacifico Casita,Puerto San Jose La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Puerto San Jose La Casita,C
PUERTO SAN JOSE-C-R2,NO APLICA,Costa Occidente,Pacifico Casita,Puerto San Jose La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Puerto San Jose La Casita,C
PUERTO SAN JOSE-C-R3,NO APLICA,Costa Occidente,Pacifico Casita,Puerto San Jose La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Puerto San Jose La Casita,C
SIQUINALA-C-R1,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Siquinala La Casita,C
SIQUINALA-C-R2,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Siquinala La Casita,C
SIQUINALA-P-R1,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Siquinala Presico,P
SIQUINALA-P-R2,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Siquinala Presico,P
SIQUINALA-P-R3,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Siquinala Presico,P
SIQUINALA-P-R4,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Siquinala Presico,P
SIQUINALA-P-R5,NO APLICA,Costa Occidente,Pacifico Casita,Siquinala Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Siquinala Presico,P
TIQUISATE-PYG-R1,NO APLICA,Costa Occidente,Pacifico Casita,Tiquisate Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Tiquisate Pistiyo,PY
MAZATENANGO-C-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Mazatenango La Casita,C
MAZATENANGO-C-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Mazatenango La Casita,C
MAZATENANGO-C-R3,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Mazatenango La Casita,C
MAZATENANGO-PYG-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Mazatenango Pistiyo,PY
MAZATENANGO-PYG-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Mazatenango Pistiyo,PY
MAZATENANGO-P-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Mazatenango Presico,P
MAZATENANGO-P-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Mazatenango Presico,P
MAZATENANGO-P-R3,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Mazatenango Presico,P
MAZATENANGO-P-R4,NO APLICA,Costa Occidente,Pacifico Pistiyo,Mazatenango Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Mazatenango Presico,P
RETALHULEU-C-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Retalhuleu La Casita,C
RETALHULEU-C-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Retalhuleu La Casita,C
RETALHULEU-C-R3,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Retalhuleu La Casita,C
RETALHULEU-C-R4,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu La Casita,La Casita,La Casita,Présico LATAM,Guatemala,Centroamérica,Retalhuleu La Casita,C
RETALHULEU-PYG-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Retalhuleu Pistiyo,PY
RETALHULEU-PYG-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu Pistiyo,Pistiyo,Pistiyo,Présico LATAM,Guatemala,Centroamérica,Retalhuleu Pistiyo,PY
RETALHULEU-P-R1,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Retalhuleu Presico,P
RETALHULEU-P-R2,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Retalhuleu Presico,P
RETALHULEU-P-R3,NO APLICA,Costa Occidente,Pacifico Pistiyo,Retalhuleu Presico,Presico,Presico,Présico LATAM,Guatemala,Centroamérica,Retalhuleu Presico,P
